Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Cybercrime,Low,25-04-2021,19:17,Saturday,7,2024,Night,Bangalore,Karnataka,South,Young Adult (20-35),13967,86,16.29,Low,Other,bangalore,karnataka,12.9716,77.5946,1631.968959,city_state,12.9716,77.5946
Burglary,High,05-10-2022,21:41,Tuesday,10,2021,Evening,Kolkata,West Bengal,North,Young Adult (20-35),23124,10,17.14,High,Other,kolkata,karnataka,22.5726,88.3639,1417.966273,city_only,22.5726,88.3639
Vandalism,High,08-01-2024,08:12,Thursday,7,2025,Morning,Pune,Maharashtra,North,Child (0-12),25464,33,9.12,Low,Female,pune,delhi,18.5204,73.8567,745.8693189,city_only,18.5204,73.8567
Murder,Medium,21-03-2024,16:44,Monday,6,2024,Morning,Hyderabad,Telangana,Central,Teen (13-19),25967,70,8.1,High,Male,hyderabad,rajasthan,17.385,78.4867,986.1304492,city_only,17.385,78.4867
Vandalism,Critical,08-05-2024,18:10,Friday,11,2023,Morning,Mumbai,Maharashtra,South,Young Adult (20-35),7529,68,7.3,Low,Female,mumbai,west bengal,19.076,72.8777,1093.882887,city_only,19.076,72.8777
Domestic Violence,Medium,01-08-2021,19:32,Wednesday,11,2025,Night,Jaipur,Rajasthan,Central,Senior (56+),11531,18,13.03,Medium,Female,jaipur,west bengal,26.9124,75.7873,1438.152796,city_only,26.9124,75.7873
Domestic Violence,Low,21-03-2021,21:07,Saturday,12,2022,Evening,Pune,Maharashtra,South,Young Adult (20-35),7947,41,2.78,Low,Male,pune,maharashtra,18.5204,73.8567,2.777979033,city_state,18.5204,73.8567
Assault,Medium,02-10-2024,13:39,Tuesday,4,2024,Morning,Jaipur,Rajasthan,South,Young Adult (20-35),10382,89,0.64,Medium,Other,jaipur,delhi,26.9124,75.7873,847.1447239,city_only,26.9124,75.7873
Robbery,Critical,18-04-2024,09:33,Thursday,2,2024,Afternoon,Ahmedabad,Gujarat,Central,Young Adult (20-35),29687,8,17.77,Low,Female,ahmedabad,west bengal,23.0225,72.5714,1103.973482,city_only,23.0225,72.5714
Murder,High,13-12-2021,17:56,Monday,11,2024,Evening,Kolkata,West Bengal,Central,Teen (13-19),13786,30,9.68,Low,Other,kolkata,maharashtra,22.5726,88.3639,947.9586389,city_only,22.5726,88.3639
Drug Offense,Critical,20-07-2023,19:21,Wednesday,2,2023,Afternoon,Bangalore,Karnataka,East,Child (0-12),11879,83,0.48,Medium,Male,bangalore,maharashtra,12.9716,77.5946,2054.437035,city_only,12.9716,77.5946
Fraud,Low,31-05-2024,20:03,Monday,2,2021,Evening,Mumbai,Maharashtra,Central,Young Adult (20-35),23918,27,11.76,High,Female,mumbai,telangana,19.076,72.8777,2501.262077,city_only,19.076,72.8777
Assault,High,08-09-2023,12:51,Friday,12,2024,Night,Mumbai,Maharashtra,East,Adult (36-55),26915,16,5.22,High,Other,mumbai,gujarat,19.076,72.8777,1022.846751,city_only,19.076,72.8777
Drug Offense,Medium,09-03-2024,17:01,Saturday,9,2025,Evening,Mumbai,Maharashtra,South,Young Adult (20-35),11796,30,2.23,Medium,Female,mumbai,rajasthan,19.076,72.8777,1735.101994,city_only,19.076,72.8777
Robbery,Critical,02-07-2023,21:51,Saturday,4,2024,Afternoon,Hyderabad,Telangana,Central,Senior (56+),17633,76,15.87,Low,Male,hyderabad,telangana,17.385,78.4867,5.012648211,city_state,17.385,78.4867
Theft,Critical,25-02-2021,08:31,Saturday,6,2024,Evening,Lucknow,Uttar Pradesh,East,Teen (13-19),16009,11,6.68,Medium,Male,lucknow,telangana,26.8467,80.9462,1062.957223,city_only,26.8467,80.9462
Drug Offense,High,08-10-2023,14:10,Sunday,10,2024,Morning,Lucknow,Uttar Pradesh,South,Teen (13-19),26839,57,11.18,High,Male,lucknow,west bengal,26.8467,80.9462,1687.142642,city_only,26.8467,80.9462
Burglary,Low,31-03-2025,16:06,Monday,6,2021,Evening,Mumbai,Maharashtra,West,Teen (13-19),9709,73,4.83,Low,Male,mumbai,maharashtra,19.076,72.8777,3.589356474,city_state,19.076,72.8777
Vandalism,Medium,15-05-2025,04:39,Wednesday,11,2021,Night,Lucknow,Uttar Pradesh,North,Child (0-12),24442,90,18.28,Medium,Male,lucknow,maharashtra,26.8467,80.9462,1232.799522,city_only,26.8467,80.9462
Drug Offense,Critical,25-02-2024,01:06,Saturday,8,2023,Evening,Ahmedabad,Gujarat,Central,Child (0-12),21742,86,13.6,Medium,Other,ahmedabad,telangana,23.0225,72.5714,1420.657065,city_only,23.0225,72.5714
Vandalism,Medium,04-06-2024,21:56,Wednesday,5,2024,Afternoon,Chennai,Tamil Nadu,Central,Senior (56+),10183,14,0.19,High,Other,chennai,karnataka,13.0827,80.2707,1325.283941,city_only,13.0827,80.2707
Murder,Low,26-12-2021,22:26,Wednesday,9,2023,Night,Jaipur,Rajasthan,Central,Senior (56+),7691,58,19.75,Medium,Male,jaipur,rajasthan,26.9124,75.7873,0.387560173,city_state,26.9124,75.7873
Theft,High,12-02-2022,12:09,Saturday,12,2025,Evening,Hyderabad,Telangana,North,Senior (56+),19384,19,7.47,Low,Other,hyderabad,maharashtra,17.385,78.4867,360.5277734,city_only,17.385,78.4867
Robbery,Critical,25-10-2022,08:46,Monday,9,2025,Evening,Bangalore,Karnataka,South,Teen (13-19),28786,33,6.64,Low,Other,bangalore,tamil nadu,12.9716,77.5946,1429.861199,city_only,12.9716,77.5946
Robbery,Medium,07-01-2022,08:56,Tuesday,10,2021,Morning,Hyderabad,Telangana,South,Young Adult (20-35),26405,46,19.45,High,Male,hyderabad,tamil nadu,17.385,78.4867,1004.387686,city_only,17.385,78.4867
Assault,Medium,21-06-2025,20:16,Wednesday,9,2021,Morning,Jaipur,Rajasthan,East,Adult (36-55),17426,90,11.76,Medium,Other,jaipur,maharashtra,26.9124,75.7873,1521.960341,city_only,26.9124,75.7873
Domestic Violence,High,28-01-2025,21:39,Saturday,2,2025,Evening,Ahmedabad,Gujarat,North,Teen (13-19),6134,18,8.83,Medium,Male,ahmedabad,gujarat,23.0225,72.5714,2.039204446,city_state,23.0225,72.5714
Fraud,High,11-06-2021,04:32,Monday,9,2024,Afternoon,Jaipur,Rajasthan,Central,Adult (36-55),19569,12,13.27,High,Female,jaipur,telangana,26.9124,75.7873,1608.795114,city_only,26.9124,75.7873
Cybercrime,Medium,31-12-2023,00:21,Wednesday,10,2023,Evening,Delhi,Delhi,North,Adult (36-55),9627,69,16.67,High,Female,delhi,west bengal,28.6139,77.209,487.5815485,city_only,28.6139,77.209
Domestic Violence,Critical,11-06-2021,04:45,Saturday,9,2023,Evening,Mumbai,Maharashtra,Central,Adult (36-55),5526,71,11.78,Medium,Male,mumbai,gujarat,19.076,72.8777,1975.920431,city_only,19.076,72.8777
Domestic Violence,Medium,12-04-2024,18:46,Monday,4,2023,Afternoon,Delhi,Delhi,East,Teen (13-19),5980,35,0.7,High,Other,delhi,rajasthan,28.6139,77.209,766.7902753,city_only,28.6139,77.209
Burglary,Medium,24-04-2024,05:43,Wednesday,2,2023,Morning,Chennai,Tamil Nadu,Central,Teen (13-19),26025,43,13.25,Low,Male,chennai,tamil nadu,13.0827,80.2707,4.838008564,city_state,13.0827,80.2707
Robbery,Medium,27-09-2024,03:39,Monday,6,2024,Night,Chennai,Tamil Nadu,West,Teen (13-19),26376,32,19.84,Low,Male,chennai,uttar pradesh,13.0827,80.2707,2387.099312,city_only,13.0827,80.2707
Assault,Medium,03-07-2021,23:58,Friday,9,2025,Morning,Lucknow,Uttar Pradesh,West,Teen (13-19),16219,15,10.07,Low,Other,lucknow,telangana,26.8467,80.9462,639.4822243,city_only,26.8467,80.9462
Vandalism,Low,13-07-2022,09:00,Wednesday,7,2023,Night,Mumbai,Maharashtra,Central,Teen (13-19),11552,75,8.48,Medium,Male,mumbai,maharashtra,19.076,72.8777,6.306166122,city_state,19.076,72.8777
Domestic Violence,Medium,07-10-2022,19:38,Friday,2,2022,Night,Kolkata,West Bengal,Central,Child (0-12),12927,86,4.44,High,Male,kolkata,rajasthan,22.5726,88.3639,1138.249832,city_only,22.5726,88.3639
Domestic Violence,Low,20-06-2023,19:16,Friday,9,2023,Evening,Lucknow,Uttar Pradesh,South,Senior (56+),18859,65,15.77,Medium,Male,lucknow,tamil nadu,26.8467,80.9462,1025.50379,city_only,26.8467,80.9462
Cybercrime,Critical,07-08-2023,18:44,Tuesday,3,2021,Night,Ahmedabad,Gujarat,South,Teen (13-19),14846,50,8.58,High,Other,ahmedabad,delhi,23.0225,72.5714,1533.932138,city_only,23.0225,72.5714
Cybercrime,Low,28-10-2022,12:59,Wednesday,10,2025,Morning,Pune,Maharashtra,East,Young Adult (20-35),23557,90,3.87,High,Other,pune,west bengal,18.5204,73.8567,471.4244912,city_only,18.5204,73.8567
Assault,Critical,11-02-2025,18:45,Thursday,3,2022,Evening,Pune,Maharashtra,South,Young Adult (20-35),15928,0,13.67,High,Other,pune,uttar pradesh,18.5204,73.8567,816.4237785,city_only,18.5204,73.8567
Domestic Violence,Critical,08-03-2025,09:04,Sunday,2,2023,Morning,Ahmedabad,Gujarat,Central,Child (0-12),18513,93,3.36,High,Other,ahmedabad,gujarat,23.0225,72.5714,2.708538994,city_state,23.0225,72.5714
Assault,Low,31-08-2022,10:28,Thursday,9,2021,Afternoon,Bangalore,Karnataka,West,Child (0-12),18904,56,18.1,Medium,Female,bangalore,telangana,12.9716,77.5946,1580.712999,city_only,12.9716,77.5946
Cybercrime,High,22-04-2023,22:52,Sunday,5,2025,Morning,Ahmedabad,Gujarat,South,Adult (36-55),20584,4,13.49,Low,Other,ahmedabad,rajasthan,23.0225,72.5714,1380.402489,city_only,23.0225,72.5714
Cybercrime,Medium,10-12-2023,12:25,Monday,8,2025,Evening,Hyderabad,Telangana,South,Teen (13-19),21513,61,5.83,Medium,Female,hyderabad,rajasthan,17.385,78.4867,1266.020776,city_only,17.385,78.4867
Drug Offense,High,11-01-2023,18:09,Saturday,12,2022,Night,Bangalore,Karnataka,East,Young Adult (20-35),15100,99,7.06,Low,Female,bangalore,karnataka,12.9716,77.5946,1302.069419,city_state,12.9716,77.5946
Murder,Critical,27-07-2021,05:30,Friday,8,2024,Evening,Jaipur,Rajasthan,East,Teen (13-19),11125,69,5.21,Low,Other,jaipur,maharashtra,26.9124,75.7873,518.5365629,city_only,26.9124,75.7873
Drug Offense,Critical,22-02-2025,03:47,Sunday,6,2025,Afternoon,Pune,Maharashtra,West,Child (0-12),29536,1,6.44,High,Other,pune,karnataka,18.5204,73.8567,285.2279814,city_only,18.5204,73.8567
Assault,Critical,21-03-2022,13:13,Monday,1,2024,Evening,Lucknow,Uttar Pradesh,West,Senior (56+),17480,94,8.94,Medium,Male,lucknow,maharashtra,26.8467,80.9462,1327.033553,city_only,26.8467,80.9462
Theft,Low,18-12-2023,09:34,Thursday,11,2023,Afternoon,Ahmedabad,Gujarat,North,Teen (13-19),20553,82,4.88,Low,Female,ahmedabad,rajasthan,23.0225,72.5714,1662.900743,city_only,23.0225,72.5714
Drug Offense,Medium,06-09-2022,05:30,Sunday,6,2024,Evening,Kolkata,West Bengal,East,Young Adult (20-35),13300,33,14.27,High,Male,kolkata,tamil nadu,22.5726,88.3639,1049.3654,city_only,22.5726,88.3639
Cybercrime,High,16-01-2022,09:49,Friday,12,2025,Morning,Pune,Maharashtra,North,Young Adult (20-35),17905,62,9.52,High,Male,pune,west bengal,18.5204,73.8567,1200.544138,city_only,18.5204,73.8567
Fraud,High,15-11-2021,10:46,Tuesday,9,2025,Morning,Lucknow,Uttar Pradesh,North,Young Adult (20-35),17460,65,12.58,Medium,Other,lucknow,delhi,26.8467,80.9462,1006.681268,city_only,26.8467,80.9462
Fraud,High,06-10-2024,17:16,Saturday,7,2023,Afternoon,Kolkata,West Bengal,North,Young Adult (20-35),9607,94,18.9,Low,Male,kolkata,maharashtra,22.5726,88.3639,628.5149651,city_only,22.5726,88.3639
Theft,Critical,01-12-2021,21:18,Monday,6,2021,Night,Hyderabad,Telangana,North,Adult (36-55),27594,13,14.74,Medium,Other,hyderabad,maharashtra,17.385,78.4867,677.1179159,city_only,17.385,78.4867
Drug Offense,Critical,09-09-2022,09:04,Monday,4,2025,Morning,Delhi,Delhi,West,Teen (13-19),24039,74,18.03,Low,Other,delhi,uttar pradesh,28.6139,77.209,1938.320136,city_only,28.6139,77.209
Robbery,Medium,05-08-2025,12:09,Friday,7,2023,Night,Mumbai,Maharashtra,South,Senior (56+),19757,15,16.11,High,Female,mumbai,delhi,19.076,72.8777,60.06131265,city_only,19.076,72.8777
Assault,Medium,15-03-2022,11:02,Friday,1,2022,Night,Hyderabad,Telangana,Central,Adult (36-55),14213,57,14.52,Low,Female,hyderabad,gujarat,17.385,78.4867,1082.451678,city_only,17.385,78.4867
Murder,High,15-03-2024,01:36,Monday,8,2025,Afternoon,Bangalore,Karnataka,South,Child (0-12),14303,43,13.56,Medium,Male,bangalore,karnataka,12.9716,77.5946,1351.148299,city_state,12.9716,77.5946
Cybercrime,Low,16-08-2024,19:37,Thursday,10,2022,Night,Ahmedabad,Gujarat,East,Senior (56+),24612,0,15.37,Medium,Female,ahmedabad,tamil nadu,23.0225,72.5714,1992.165929,city_only,23.0225,72.5714
Cybercrime,Low,10-07-2024,04:08,Saturday,5,2023,Afternoon,Kolkata,West Bengal,North,Teen (13-19),27772,36,8.16,Medium,Male,kolkata,maharashtra,22.5726,88.3639,499.4580381,city_only,22.5726,88.3639
Vandalism,Critical,16-11-2024,12:48,Monday,9,2021,Afternoon,Lucknow,Uttar Pradesh,South,Young Adult (20-35),27811,25,15.17,Low,Female,lucknow,tamil nadu,26.8467,80.9462,987.3288065,city_only,26.8467,80.9462
Theft,Critical,09-07-2025,00:26,Friday,3,2022,Afternoon,Jaipur,Rajasthan,Central,Adult (36-55),19231,95,12.19,Low,Male,jaipur,west bengal,26.9124,75.7873,509.8674446,city_only,26.9124,75.7873
Robbery,Critical,28-07-2025,14:07,Friday,9,2023,Evening,Chennai,Tamil Nadu,South,Teen (13-19),19740,28,11.87,High,Female,chennai,uttar pradesh,13.0827,80.2707,2592.035413,city_only,13.0827,80.2707
Theft,High,11-05-2023,14:44,Saturday,6,2025,Night,Mumbai,Maharashtra,Central,Adult (36-55),27306,68,8.32,High,Male,mumbai,uttar pradesh,19.076,72.8777,810.584838,city_only,19.076,72.8777
Assault,High,09-10-2024,09:02,Sunday,5,2022,Evening,Chennai,Tamil Nadu,North,Young Adult (20-35),16865,21,14.02,Medium,Male,chennai,maharashtra,13.0827,80.2707,504.9045007,city_only,13.0827,80.2707
Domestic Violence,Low,20-02-2025,09:28,Sunday,12,2025,Night,Chennai,Tamil Nadu,Central,Child (0-12),25914,13,19.48,Medium,Female,chennai,karnataka,13.0827,80.2707,1965.857715,city_only,13.0827,80.2707
Assault,Critical,28-07-2024,17:58,Sunday,6,2023,Afternoon,Pune,Maharashtra,West,Child (0-12),18455,14,17.19,Low,Male,pune,telangana,18.5204,73.8567,1034.539936,city_only,18.5204,73.8567
Assault,Critical,18-10-2022,07:43,Thursday,6,2023,Afternoon,Kolkata,West Bengal,East,Child (0-12),25627,77,4.84,High,Female,kolkata,maharashtra,22.5726,88.3639,1637.446634,city_only,22.5726,88.3639
Fraud,Medium,15-01-2024,20:46,Wednesday,5,2023,Evening,Hyderabad,Telangana,South,Senior (56+),19735,74,5.74,Medium,Male,hyderabad,gujarat,17.385,78.4867,1101.466508,city_only,17.385,78.4867
Murder,High,01-07-2021,05:06,Saturday,7,2022,Evening,Lucknow,Uttar Pradesh,East,Adult (36-55),17277,81,10.47,Medium,Other,lucknow,gujarat,26.8467,80.9462,1512.77423,city_only,26.8467,80.9462
Theft,High,20-09-2023,09:50,Friday,7,2024,Afternoon,Pune,Maharashtra,Central,Teen (13-19),14412,71,2.96,High,Other,pune,rajasthan,18.5204,73.8567,1614.227966,city_only,18.5204,73.8567
Murder,Low,05-09-2023,02:05,Sunday,3,2022,Morning,Pune,Maharashtra,North,Young Adult (20-35),21305,49,4.59,Medium,Male,pune,maharashtra,18.5204,73.8567,5.02724967,city_state,18.5204,73.8567
Burglary,Low,08-09-2021,18:12,Friday,9,2022,Evening,Ahmedabad,Gujarat,North,Teen (13-19),10181,97,18.39,Medium,Other,ahmedabad,west bengal,23.0225,72.5714,1028.592093,city_only,23.0225,72.5714
Murder,Critical,03-01-2022,18:21,Saturday,11,2025,Morning,Delhi,Delhi,West,Child (0-12),21110,80,9.43,Low,Female,delhi,gujarat,28.6139,77.209,955.0183616,city_only,28.6139,77.209
Assault,Low,07-10-2023,10:20,Sunday,8,2022,Morning,Jaipur,Rajasthan,North,Adult (36-55),16074,79,14.37,Medium,Other,jaipur,telangana,26.9124,75.7873,1625.148835,city_only,26.9124,75.7873
Vandalism,High,20-09-2022,22:59,Thursday,7,2022,Night,Mumbai,Maharashtra,East,Child (0-12),21040,2,8.95,High,Male,mumbai,maharashtra,19.076,72.8777,2.821238906,city_state,19.076,72.8777
Burglary,Low,15-12-2021,22:13,Wednesday,1,2024,Evening,Chennai,Tamil Nadu,North,Teen (13-19),23400,50,2.18,High,Female,chennai,maharashtra,13.0827,80.2707,2287.518503,city_only,13.0827,80.2707
Murder,Low,14-05-2023,12:35,Monday,11,2024,Morning,Ahmedabad,Gujarat,South,Senior (56+),23539,53,1.39,Medium,Female,ahmedabad,tamil nadu,23.0225,72.5714,1503.768812,city_only,23.0225,72.5714
Drug Offense,High,01-10-2025,13:59,Thursday,12,2021,Night,Mumbai,Maharashtra,West,Child (0-12),23638,56,11.19,High,Other,mumbai,maharashtra,19.076,72.8777,3.92810224,city_state,19.076,72.8777
Fraud,Low,23-04-2021,18:30,Tuesday,5,2024,Evening,Kolkata,West Bengal,Central,Senior (56+),7665,9,7.64,Medium,Female,kolkata,maharashtra,22.5726,88.3639,597.3104083,city_only,22.5726,88.3639
Murder,Medium,05-02-2025,18:08,Tuesday,10,2025,Afternoon,Jaipur,Rajasthan,Central,Young Adult (20-35),25462,7,6.68,Low,Male,jaipur,uttar pradesh,26.9124,75.7873,824.2829984,city_only,26.9124,75.7873
Theft,Critical,05-01-2025,15:20,Sunday,3,2025,Morning,Pune,Maharashtra,North,Child (0-12),18122,2,8.84,High,Other,pune,rajasthan,18.5204,73.8567,1762.717258,city_only,18.5204,73.8567
Domestic Violence,Low,29-08-2022,03:08,Wednesday,1,2025,Morning,Lucknow,Uttar Pradesh,North,Adult (36-55),6068,47,3.66,Low,Female,lucknow,delhi,26.8467,80.9462,1325.073365,city_only,26.8467,80.9462
Vandalism,Medium,16-11-2023,01:54,Saturday,1,2025,Evening,Jaipur,Rajasthan,West,Child (0-12),19006,97,14.32,Medium,Female,jaipur,gujarat,26.9124,75.7873,2901.74212,city_only,26.9124,75.7873
Burglary,Medium,02-02-2022,01:21,Saturday,11,2025,Evening,Kolkata,West Bengal,Central,Young Adult (20-35),21102,98,12.29,Medium,Other,kolkata,gujarat,22.5726,88.3639,1810.518418,city_only,22.5726,88.3639
Robbery,Low,19-05-2024,10:40,Sunday,2,2025,Night,Jaipur,Rajasthan,East,Adult (36-55),7445,5,10.75,Medium,Female,jaipur,delhi,26.9124,75.7873,1832.4111,city_only,26.9124,75.7873
Fraud,Critical,13-03-2022,07:09,Thursday,9,2025,Evening,Kolkata,West Bengal,West,Child (0-12),13783,17,16.06,Low,Female,kolkata,maharashtra,22.5726,88.3639,1022.017999,city_only,22.5726,88.3639
Theft,Critical,20-03-2022,06:58,Thursday,2,2023,Evening,Pune,Maharashtra,North,Adult (36-55),26459,46,2.91,High,Female,pune,west bengal,18.5204,73.8567,1427.330476,city_only,18.5204,73.8567
Burglary,Low,07-01-2022,07:59,Thursday,9,2024,Afternoon,Ahmedabad,Gujarat,South,Adult (36-55),12344,68,6.94,Medium,Male,ahmedabad,karnataka,23.0225,72.5714,667.5051347,city_only,23.0225,72.5714
Cybercrime,Low,16-10-2024,13:23,Monday,9,2025,Afternoon,Mumbai,Maharashtra,Central,Adult (36-55),28970,12,9.89,High,Male,mumbai,uttar pradesh,19.076,72.8777,1662.133328,city_only,19.076,72.8777
Cybercrime,Critical,09-05-2025,10:17,Tuesday,5,2025,Night,Delhi,Delhi,North,Child (0-12),26285,56,8.35,High,Male,delhi,rajasthan,28.6139,77.209,1624.184495,city_only,28.6139,77.209
Assault,Medium,09-01-2022,03:37,Monday,4,2024,Morning,Kolkata,West Bengal,West,Child (0-12),12985,57,2.17,Medium,Other,kolkata,tamil nadu,22.5726,88.3639,1815.384903,city_only,22.5726,88.3639
Robbery,Medium,02-03-2021,17:01,Monday,7,2025,Morning,Mumbai,Maharashtra,South,Child (0-12),24377,77,6.58,Low,Other,mumbai,maharashtra,19.076,72.8777,1.346251518,city_state,19.076,72.8777
Murder,Medium,07-11-2021,16:30,Thursday,12,2022,Afternoon,Kolkata,West Bengal,East,Young Adult (20-35),15166,49,6.88,Medium,Male,kolkata,telangana,22.5726,88.3639,1086.193626,city_only,22.5726,88.3639
Domestic Violence,Low,05-05-2023,04:58,Wednesday,11,2025,Morning,Pune,Maharashtra,South,Teen (13-19),29122,51,12.06,Medium,Other,pune,karnataka,18.5204,73.8567,553.1006069,city_only,18.5204,73.8567
Theft,Critical,23-12-2023,17:15,Monday,9,2023,Morning,Delhi,Delhi,East,Young Adult (20-35),24368,18,7.57,Medium,Female,delhi,tamil nadu,28.6139,77.209,1830.012203,city_only,28.6139,77.209
Fraud,Low,05-01-2022,03:15,Tuesday,4,2024,Afternoon,Bangalore,Karnataka,South,Young Adult (20-35),8217,90,6.97,Medium,Other,bangalore,telangana,12.9716,77.5946,1190.689817,city_only,12.9716,77.5946
Drug Offense,Medium,28-03-2024,02:10,Sunday,1,2025,Morning,Chennai,Tamil Nadu,North,Child (0-12),9294,60,14.13,Low,Other,chennai,maharashtra,13.0827,80.2707,1429.419864,city_only,13.0827,80.2707
Cybercrime,Low,28-03-2022,19:35,Tuesday,9,2022,Morning,Ahmedabad,Gujarat,South,Senior (56+),24228,68,0.44,High,Other,ahmedabad,gujarat,23.0225,72.5714,3.575841821,city_state,23.0225,72.5714
Drug Offense,High,06-07-2021,10:46,Thursday,6,2021,Afternoon,Lucknow,Uttar Pradesh,South,Child (0-12),20329,79,14.65,Low,Male,lucknow,gujarat,26.8467,80.9462,1199.132902,city_only,26.8467,80.9462
Cybercrime,High,02-04-2022,04:22,Wednesday,1,2022,Evening,Mumbai,Maharashtra,West,Senior (56+),9271,39,18.33,Low,Female,mumbai,uttar pradesh,19.076,72.8777,2315.897131,city_only,19.076,72.8777
Vandalism,High,24-02-2024,07:01,Tuesday,2,2023,Night,Pune,Maharashtra,South,Young Adult (20-35),5602,36,6.02,Medium,Other,pune,karnataka,18.5204,73.8567,1174.474172,city_only,18.5204,73.8567
Domestic Violence,Critical,26-02-2021,20:21,Saturday,3,2025,Afternoon,Lucknow,Uttar Pradesh,North,Teen (13-19),13359,31,4.53,High,Female,lucknow,maharashtra,26.8467,80.9462,1141.259298,city_only,26.8467,80.9462
Robbery,Medium,12-04-2023,22:51,Tuesday,11,2022,Evening,Lucknow,Uttar Pradesh,North,Child (0-12),14307,25,3.51,Medium,Other,lucknow,uttar pradesh,26.8467,80.9462,1.798588545,city_state,26.8467,80.9462
Domestic Violence,Critical,21-06-2025,18:00,Tuesday,6,2021,Morning,Mumbai,Maharashtra,West,Senior (56+),11110,0,11.93,High,Other,mumbai,maharashtra,19.076,72.8777,5.599656662,city_state,19.076,72.8777
Domestic Violence,Critical,26-11-2023,17:01,Saturday,2,2021,Afternoon,Jaipur,Rajasthan,North,Young Adult (20-35),6406,64,11.58,Low,Male,jaipur,maharashtra,26.9124,75.7873,2128.099428,city_only,26.9124,75.7873
Robbery,Critical,28-05-2025,04:06,Wednesday,12,2021,Morning,Jaipur,Rajasthan,West,Adult (36-55),8046,29,3.99,High,Female,jaipur,west bengal,26.9124,75.7873,1435.408342,city_only,26.9124,75.7873
Domestic Violence,Low,26-04-2022,02:02,Thursday,1,2024,Night,Mumbai,Maharashtra,East,Senior (56+),18113,65,15.23,High,Other,mumbai,tamil nadu,19.076,72.8777,375.0594633,city_only,19.076,72.8777
Cybercrime,Medium,22-05-2024,20:24,Sunday,9,2021,Evening,Chennai,Tamil Nadu,South,Young Adult (20-35),5875,48,2.59,Low,Female,chennai,tamil nadu,13.0827,80.2707,3.457906774,city_state,13.0827,80.2707
Robbery,Low,25-06-2024,18:32,Monday,9,2023,Afternoon,Kolkata,West Bengal,North,Senior (56+),15688,96,14.38,Medium,Other,kolkata,tamil nadu,22.5726,88.3639,1274.36877,city_only,22.5726,88.3639
